(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B078YYCC7Y,B078YYCC7Y,Mona Lisa - Extra Long Dark Chocolate Pencils - Size 20 cm - 900 Grams,DEC08A - 002 Prime,5,0,4,2,9,2,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,10,0,5,2,15,2,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,100.00%,100.00%,1,0,11.11%,0.00%,£47.27,£0.00,1,0
B078ZYFCWD,B078ZYFCWD,Taylors Assam Tea Strong & Malty Black Tea - 2 x 20 Tea Bags (100 Gram),TAYLOR009 - 003 Prime,110,1,109,3,219,4,0.03%,0.02%,0.05%,0.02%,0.04%,0.02%,131,1,141,3,272,4,0.03%,0.02%,0.05%,0.01%,0.04%,0.01%,0.78%,0.00%,1,0,0.46%,0.00%,£8.95,£0.00,1,0
B0CBM1ZSKB,B0794VMZ8G,"Callebaut Finest Belgian Dark Chocolate, Brown, 400 g",CAL02B - 001,523,3,420,14,943,17,0.15%,0.07%,0.18%,0.09%,0.16%,0.08%,705,5,578,21,"1,283",26,0.16%,0.09%,0.19%,0.09%,0.17%,0.09%,2.07%,0.00%,2,0,0.21%,0.00%,£28.60,£0.00,1,0
B079GYFTHL,B079GYFTHL,Essential Cuisine Signature Beef Jus 1kg Box,JUS05C,87,4,80,1,167,5,0.03%,0.10%,0.03%,0.01%,0.03%,0.02%,104,5,103,1,207,6,0.02%,0.09%,0.03%,0.00%,0.03%,0.02%,4.17%,25.00%,1,0,0.60%,0.00%,£17.31,£0.00,1,0
B079H32ZJ8,B079H32ZJ8,"Saver Bundle Callebaut, Milk Chocolate Chips (2 x 2.5kg Bundle)",CAL03P uk shipping,53,1,14,0,67,1,0.02%,0.02%,0.01%,0.00%,0.01%,0.00%,55,1,22,0,77,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.00%,69.74%,0.00%,1,1,1.49%,100.00%,£102.51,£102.51,1,1
B0B4ZF4586,B079Q36RM6,"Wignalls Yallo Ltd|Wignalls Yallo - Cold Pressed Rape Seed Oil, 5 Litre",OIL24 - 001 Prime,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,£26.38,£0.00,1,0
B0B15DP7DR,B079RY5LJJ,"Special Ingredients Crisp Film Powder 500g Premium Quality - Vegan, Non-GMO, Gluten Free – Recyclable Container",ING18 - 001,3,0,6,1,9,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,3,0,6,1,9,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,22.22%,100.00%,1,1,11.11%,100.00%,£20.32,£20.32,1,1
B0CH1LNQ4Y,B07C9PK7XJ,"MONIN Premium Salted Caramel Sauce 500ml for Frappes, Desserts, Cocktails, Hot Chocolates and Garnishes. Vegetarian, Nut-Free, Gluten-Free. 100% Natural Flavour. Squeezy Bottle for Easy Use",MONINT03 - 001,"2,982",33,"1,245",36,"4,227",69,0.88%,0.80%,0.52%,0.22%,0.73%,0.34%,"4,212",55,"1,701",48,"5,913",103,0.96%,0.98%,0.55%,0.22%,0.79%,0.37%,0.00%,0.00%,1,0,0.02%,0.00%,£12.06,£0.00,1,0
B07CGFKGL8,B07CGFKGL8,Schar Gluten Free Biscuits (Digestive Biscuits 2 x 150g),BIS09 - 005,3,0,9,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,13,0,16,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,25.00%,0.00%,£30.24,£0.00,1,0
B0CBLYF4Y3,B07CYZZNDR,"Callebaut N° W2 Finest 28% Belgian White Chocolate Couverture (Callets), 400 g",CAL51,969,10,571,14,"1,540",24,0.29%,0.24%,0.24%,0.09%,0.27%,0.12%,"1,329",14,763,17,"2,092",31,0.30%,0.25%,0.25%,0.08%,0.28%,0.11%,1.26%,0.00%,1,0,0.06%,0.00%,£13.79,£0.00,1,0
B0CV151M43,B07D9L24BP,"Brown Bag Crisps Beetroot, Carrot & Parsnip Veggie Crisps, 40 g (Pack of 15)",CRI23 - uk shipping,86,0,85,3,171,3,0.03%,0.00%,0.04%,0.02%,0.03%,0.01%,108,0,115,4,223,4,0.02%,0.00%,0.04%,0.02%,0.03%,0.01%,13.78%,0.00%,1,0,0.58%,0.00%,£18.28,£0.00,1,0
B07DTJRCC8,B07DTJRCC8,"Quaker Oat Raisin Granola, 500 g (Pack of 5)",CER32 - 002,39,0,27,2,66,2,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,53,0,34,2,87,2,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,5.19%,0.00%,1,0,1.52%,0.00%,£23.92,£0.00,1,0
B0DFVLC2J7,B07F3WZX1R,Fentimans Raspberry Lemonade - Botanically Brewed Soft Drink - Exquisitely Crafted & Refreshing Soft Drinks Soft Drinks - Gluten-Free and Vegan Friendly Soft Drinks - 12 x 275ml Bottles,FENTIM008 - 001,535,7,447,17,982,24,0.16%,0.17%,0.19%,0.11%,0.17%,0.12%,673,7,555,22,"1,228",29,0.15%,0.12%,0.18%,0.10%,0.16%,0.10%,0.10%,8.33%,2,2,0.20%,8.33%,£45.18,£45.18,1,1
B07FMYBRQN,B07FMYBRQN,Essential Cuisine Lobster Glace - 4x600g,GLA01 - 010,4,0,2,1,6,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,4,0,3,2,7,2,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,100.00%,100.00%,1,0,16.67%,0.00%,£123.17,£0.00,1,0
B07GB4Z5Q4,B07GB4Z5Q4,Doves Farm Glutenwhite Bread Flour?1Kg(Pack of 5),FLO19B - 003,20,0,30,1,50,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,25,0,36,1,61,1,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,1,0,2.00%,0.00%,£18.95,£0.00,1,0
B07GPSYNNF,B07GPSYNNF,Alpro SOYA Milk Alternative for Professionals Cartons - 12 x1 ltr,ALP01 - 010 uk shipping,200,1,141,14,341,15,0.06%,0.02%,0.06%,0.09%,0.06%,0.07%,286,4,181,16,467,20,0.07%,0.07%,0.06%,0.07%,0.06%,0.07%,0.23%,0.00%,1,0,0.29%,0.00%,£26.39,£0.00,1,0
B09S9FZ4WH,B07H2DG4VF,"FEVER-TREE Elderflower Tonic, 24x20cl",FEV05 - 001 Prime,21,1,11,1,32,2,0.01%,0.02%,0.00%,0.01%,0.01%,0.01%,22,1,14,1,36,2,0.01%,0.02%,0.00%,0.00%,0.00%,0.01%,51.61%,0.00%,1,0,3.13%,0.00%,£32.65,£0.00,1,0
B07HDDMNZB,B07HDDMNZB,Lion Korean BBQ Sauce 1ltr,LIO05C - 002 Prime,35,2,43,1,78,3,0.01%,0.05%,0.02%,0.01%,0.01%,0.01%,42,2,50,1,92,3,0.01%,0.04%,0.02%,0.00%,0.01%,0.01%,11.76%,0.00%,1,0,1.28%,0.00%,£10.73,£0.00,1,0
B07HN9CWS4,B07HN9CWS4,Essential Cuisine Chicken Glace - 1x600g,GLA04 - 001 uk shipping,95,6,105,4,200,10,0.03%,0.15%,0.04%,0.02%,0.03%,0.05%,115,6,129,5,244,11,0.03%,0.11%,0.04%,0.02%,0.03%,0.04%,14.48%,0.00%,1,0,0.50%,0.00%,£29.98,£0.00,1,0
B0DGLL74QB,B07HYSGVT4,"Rummo Rigatoni Pasta No.50 - Premium Italian Tube Pasta, Expertly Ridged for a Robust Sauce Retention, 500 g (Pack of 1)",RUMMO008 - 009 Prime,"1,203",16,797,18,"2,000",34,0.36%,0.39%,0.34%,0.11%,0.35%,0.17%,"1,609",26,"1,028",25,"2,637",51,0.37%,0.46%,0.33%,0.11%,0.35%,0.18%,0.00%,0.00%,7,0,0.35%,0.00%,£48.09,£0.00,1,0
B094C7SWR9,B07JK7PLW7,Callebaut Chocolate Pieces Ruby 2.5 kg,CAL28 uk shipping,28,0,19,5,47,5,0.01%,0.00%,0.01%,0.03%,0.01%,0.02%,37,0,23,6,60,6,0.01%,0.00%,0.01%,0.03%,0.01%,0.02%,14.55%,16.67%,1,0,2.13%,0.00%,£63.54,£0.00,1,0
B07JN9KLK7,B07JN9KLK7,Aromatic Oil with Basil - Colavita,COLAVI008 - 002,1,0,4,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,4,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,£9.51,£0.00,1,0
B07K4PGHKH,B07K4PGHKH,Tate & Lyle FT Light Muscovado Sugar 500g,TATEMU002 - 001 Prime,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,£5.96,£0.00,1,0
B07K4R8GGZ,B07K4R8GGZ,Tate & Lyle Fairtrade Demerara Sugar 1kg,TATEDE002 - 007,2,0,3,1,5,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,2,0,4,2,6,2,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,100.00%,100.00%,1,1,20.00%,100.00%,£6.31,£6.31,1,1
B07KM4C4F6,B07KM4C4F6,Chef William Ground Turmeric 500gm,SPITUR003 - 002 Prime,0,0,5,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,7,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,71.43%,0.00%,1,0,20.00%,0.00%,£8.17,£0.00,1,0
B07KT9SMYC,B07KT9SMYC,Edenware Compostable Double Wall Coffee Cup 12oz - 1x500,CUP25 - 001,7,0,13,5,20,5,0.00%,0.00%,0.01%,0.03%,0.00%,0.02%,9,0,20,11,29,11,0.00%,0.00%,0.01%,0.05%,0.00%,0.04%,6.90%,0.00%,1,0,5.00%,0.00%,£62.90,£0.00,1,0
B07LFN5DQB,B07LFN5DQB,"Taylors of Harrogate Pure Green Tea, 20 Individually Wrapped & Tagged Tea Bags (Pack of 6)",TAYLOR006 - 002,5,0,11,0,16,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,15,0,20,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,6.25%,0.00%,£14.55,£0.00,1,0
B07LGCC83M,B07LGCC83M,Cambrook Baked & Salted Cashews 45g (Pack of 24),CAMBR006 - prime,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,£33.43,£0.00,1,0
B07M9WN9JH,B07M9WN9JH,Kewpie Mayonnaise 15.87oz/450g Pack Of 3,MAY25A - 003,"1,377",17,502,15,"1,879",32,0.41%,0.41%,0.21%,0.09%,0.33%,0.16%,"1,719",22,614,17,"2,333",39,0.39%,0.39%,0.20%,0.08%,0.31%,0.14%,11.09%,20.00%,1,0,0.05%,0.00%,£19.98,£0.00,1,0
B07MPXVJWT,B07MPXVJWT,Callebaut Chocolate Chunks,CHO90 - 001 Prime,26,0,29,2,55,2,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,30,0,47,2,77,2,0.01%,0.00%,0.02%,0.01%,0.01%,0.01%,30.00%,50.00%,3,0,5.45%,0.00%,£160.14,£0.00,1,0
B07N7QS41R,B07N7QS41R,Essential Cuisine - No.1 Gravy - Beef Gravy Mix 1.5kg,GRA16A,116,6,127,1,243,7,0.03%,0.15%,0.05%,0.01%,0.04%,0.03%,160,10,175,2,335,12,0.04%,0.18%,0.06%,0.01%,0.04%,0.04%,7.51%,0.00%,1,0,0.41%,0.00%,£24.25,£0.00,1,0
B07N88YRJT,B07N88YRJT,Essential Cuisine - Premier Jus - Veal Jus (Concentrated Base) 1kg,JUS01A - 001,207,4,184,11,391,15,0.06%,0.10%,0.08%,0.07%,0.07%,0.07%,263,4,227,17,490,21,0.06%,0.07%,0.07%,0.08%,0.07%,0.08%,1.06%,0.00%,1,0,0.26%,0.00%,£31.97,£0.00,1,0
B07N8BCQH1,B07N8BCQH1,Essential Cuisine - Signature Range - Beef Jus 1ltr,JUS05,0,0,5,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,6,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,£17.31,£0.00,1,0
B07N8DJTBD,B07N8DJTBD, ,RTS15 - 001,4,0,10,0,14,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,18,0,22,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,4.76%,0.00%,1,0,7.14%,0.00%,£31.23,£0.00,1,0
B07N8DRLK5,B07N8DRLK5,Essential Cuisine - The Sauce Collection - Lobster Concentrated Sauce Base 800g,RTS12,109,3,88,3,197,6,0.03%,0.07%,0.04%,0.02%,0.03%,0.03%,147,5,118,4,265,9,0.03%,0.09%,0.04%,0.02%,0.04%,0.03%,3.07%,0.00%,2,2,1.02%,33.33%,£64.98,£64.98,1,1
B07NZNMCN4,B07NZNMCN4,Casalinga Vegan Green Pesto - 6x950g,PESTO003 - 002,3,0,8,4,11,4,0.00%,0.00%,0.00%,0.02%,0.00%,0.02%,5,0,10,6,15,6,0.00%,0.00%,0.00%,0.03%,0.00%,0.02%,84.62%,66.67%,1,1,9.09%,25.00%,£59.48,£59.48,1,1
B07PGK25N5,B07PGK25N5,Colman's Original English Squeezy Mustard 150g - Pack of 2,COL10B,4,0,11,0,15,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,15,0,19,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,6.67%,0.00%,£9.85,£0.00,1,0
B07PV1HM7M,B07PV1HM7M,Callebaut - Ruby and Gold 2 x 2.5kg Bundle - Finest Belgian Ruby RB1 and Caramel Gold Chocolate Couverture (Callets),BUNDLE012,7,0,3,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,0,4,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,10.00%,0.00%,£119.90,£0.00,1,0
B0B54NHBP5,B07R4TYXLC,Cawston Press Fizzy Drink Blended with Sparkling Water and Squeezed Seville Oranges (330ml x 24 cans) Gluten Free - Vegan - No Added Sugar,CAW14 - 001,306,2,266,22,572,24,0.09%,0.05%,0.11%,0.14%,0.10%,0.12%,350,2,340,35,690,37,0.08%,0.04%,0.11%,0.16%,0.09%,0.13%,2.25%,30.00%,1,0,0.17%,0.00%,£31.59,£0.00,1,0
B07SRGQDV3,B07SRGQDV3,"Monin Honeycomb Coffee & Cocktail Syrup Plastic Bottle 1 Litre (4 Bottles, No Pumps)",MONIN21M Prime,1,0,3,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,4,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60.00%,0.00%,1,0,25.00%,0.00%,£46.33,£0.00,1,0
B07THK17XK,B07THK17XK,Triple Lion Red Split Lentils - 1x3kg,LEN01,3,0,4,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,4,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,57.14%,0.00%,1,0,14.29%,0.00%,£11.34,£0.00,1,0
B07W7F6QPW,B07W7F6QPW,Eager Cranberry Juice / 8 x 100cl Case,EAGERC001 - 002,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,50.00%,0.00%,£32.87,£0.00,1,0
B0CSZMYV95,B07WDRD4VC,"Riverdene Red Kidney Beans 800gm (1 Tin, 800, gram)",BEA10C - 001 Prime,1,0,2,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,2,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,£6.35,£0.00,1,0
B07Z5K8YTL,B07YSGWF37,"Golden Swan Shaoxing Cooking Condiment, 500ml",ORI14A - 001 Prime,3,0,3,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,3,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,1,0,16.67%,0.00%,£10.44,£0.00,1,0
B07YTXJCTG,B07YTXJCTG,Pasta Reggia Cannelloni - 12x250g,PAS12A - 012,44,0,34,0,78,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,56,0,41,0,97,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,48.81%,0.00%,1,0,1.28%,0.00%,£19.23,£0.00,1,0
B07YTXNHGT,B07YTXNHGT,Essential Cuisine Signature Hollandaise Sauce - 1x1ltr,RTS03A,3,0,8,0,11,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,8,0,11,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,2,2,18.18%,0.00%,£36.36,£36.36,1,1
B07YZCFRPK,B07YZCFRPK,Brown Bag Crisps Oak Smoked Chilli 40 g (Pack of 20),CRI33 - 002,2,0,2,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,2,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,80.00%,0.00%,1,0,25.00%,0.00%,£17.08,£0.00,1,0
B07Z245XD5,B07Z245XD5,Taylors of Harrogate Ceylon Tea 20 Indivdiually Wrapped & Tagged Tea Bags (Pack of 3),TAYLOR007 - 004 Prime,17,0,16,1,33,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,25,0,25,1,50,1,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,8.16%,0.00%,1,0,3.03%,0.00%,£11.30,£0.00,1,0
B082YPRGC8,B081QRL5N2,"Yutaka Sushi Gari Pickled Ginger Non-Coloured – Premium Grade 1.6kg | Authentic Japanese Sushi Ginger | No Artificial Colouring | Vegan-Friendly & Ready to Serve|Ideal for Sushi, Sashimi & Bento Boxes",GIN02 - 002,970,11,703,22,"1,673",33,0.29%,0.27%,0.30%,0.14%,0.29%,0.16%,"1,337",18,999,31,"2,336",49,0.30%,0.32%,0.32%,0.14%,0.31%,0.18%,0.00%,0.00%,1,0,0.06%,0.00%,£9.21,£0.00,1,0
B082J2W47M,B082J2W47M,Silver Spoon Bulk Silver Spoon Icing Sugar (Polybag) 4 x 3kg - 12KG,SUG08A - 002,11,1,18,1,29,2,0.00%,0.02%,0.01%,0.01%,0.01%,0.01%,15,2,21,1,36,3,0.00%,0.04%,0.01%,0.00%,0.00%,0.01%,29.41%,0.00%,1,0,3.45%,0.00%,£26.72,£0.00,1,0
B0844Y5K71,B0844Y5K71,McDougalls Thickening Granules Sweet and Savory Instant Thickener 1.5kg British Food Shop,GRA07 - 002 not prime,14,0,11,3,25,3,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,17,0,17,3,34,3,0.00%,0.00%,0.01%,0.01%,0.00%,0.01%,93.10%,100.00%,1,0,4.00%,0.00%,£23.16,£0.00,1,0
B085HWJGKB,B085HWJGKB,Safetouch Black Nirtile Powder Free Disposable Gloves - Pack of 100 (Large),GLO21A - 003 Prime,4,0,2,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,3,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,62.50%,0.00%,3,0,50.00%,0.00%,£24.27,£0.00,1,0
B085P22YFG,B085P22YFG,Triple Lion Professional Chef's Pearl Barley 3kg,CER06 - 001,3,1,5,0,8,1,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,3,1,8,0,11,1,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,66.67%,0.00%,1,0,12.50%,0.00%,£10.41,£0.00,1,0
B085W3HF4M,B085W3HF4M,Triple Lion Professional Chef's Macaroni Elbows 100% Durum Wheat Semolina Pasta 3kg,PAS06 - 001 Prime,217,2,87,4,304,6,0.06%,0.05%,0.04%,0.02%,0.05%,0.03%,296,4,104,6,400,10,0.07%,0.07%,0.03%,0.03%,0.05%,0.04%,72.75%,100.00%,1,0,0.33%,0.00%,£11.79,£0.00,1,0
B086CLRRXM,B0866KZPRJ,"Ajumma Republic Korean Hot Red Pepper Paste, 500 g",ORI70A - 001 Prime,10,0,24,0,34,0,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,17,0,33,0,50,0,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,2,0,5.88%,0.00%,£16.86,£0.00,1,0
B086R2WZDT,B086R2WZDT,Dried Currants 3kg,DRICUR001 - 001 not prime,15,0,39,2,54,2,0.00%,0.00%,0.02%,0.01%,0.01%,0.01%,23,0,57,5,80,5,0.01%,0.00%,0.02%,0.02%,0.01%,0.02%,87.84%,25.00%,3,0,5.56%,0.00%,£59.94,£0.00,1,0
B0BGWW7M51,B086XM7511,"Coca Cola Diet Coke Glass, Pack of 24x330 ml",BOT21 - 001,16,0,10,2,26,2,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,18,0,14,2,32,2,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,38.71%,0.00%,1,0,3.85%,0.00%,£36.71,£0.00,1,0
B0DZCQLL9Y,B087B9R1Z8,"Cambrook - Giant Chilli Corn, 650g Bag",CAMBR016 - 001,166,1,136,8,302,9,0.05%,0.02%,0.06%,0.05%,0.05%,0.04%,200,1,171,9,371,10,0.05%,0.02%,0.06%,0.04%,0.05%,0.04%,0.00%,0.00%,1,0,0.33%,0.00%,£11.51,£0.00,1,0
B08874BVLT,B08874BVLT,Triple Lion Short Grain Pudding Rice - 1x3kg,RIC08,15,0,13,0,28,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,20,0,14,0,34,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.36%,0.00%,1,0,3.57%,0.00%,£10.95,£0.00,1,0
B08874BVLT,B08874BVLT,Triple Lion Short Grain Pudding Rice - 1x3kg,RIC08 Prime,15,0,13,0,28,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,20,0,14,0,34,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.36%,0.00%,2,2,7.14%,0.00%,£23.04,£23.04,1,1
B088MBHDBZ,B088MBHDBZ,Cif Professional Pro Formula Oven & Grill Cleaner 750ml Trigger Bottle Spray (Pack of 1),CIF003 - 002 Prime,69,3,58,3,127,6,0.02%,0.07%,0.02%,0.02%,0.02%,0.03%,106,4,87,3,193,7,0.02%,0.07%,0.03%,0.01%,0.03%,0.03%,15.43%,0.00%,1,0,0.79%,0.00%,£8.55,£0.00,1,0
B089RNMQZQ,B089RNMQZQ,MONIN Maple Spice Maple Syrup 3 x 0.7 Litres,MONINS17 - 004 Prime,9,0,10,1,19,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,10,0,10,1,20,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,90.00%,100.00%,1,0,5.26%,0.00%,£31.69,£0.00,1,0
B08BPBFTJF,B08BPBFTJF,Opies Raspberry Compote - 4x1.2kg,COMPOT02 - 002 Prime,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,£57.22,£0.00,1,0
B08BPBQ1GL,B08BPBQ1GL,Riverdene Peach Halves in Syrup - 6x2.5kg,FRU10B - 002 Prime,1,0,5,4,6,4,0.00%,0.00%,0.00%,0.02%,0.00%,0.02%,1,0,9,8,10,8,0.00%,0.00%,0.00%,0.04%,0.00%,0.03%,50.00%,37.50%,2,2,33.33%,50.00%,£90.96,£90.96,1,1
B08BPBSBZ1,B08BPBSBZ1,La Perruche Brown Cubes Rough Cut - 8x1kg,SUG17B,43,1,33,8,76,9,0.01%,0.02%,0.01%,0.05%,0.01%,0.04%,78,2,48,10,126,12,0.02%,0.04%,0.02%,0.04%,0.02%,0.04%,0.00%,0.00%,1,0,1.32%,0.00%,£38.39,£0.00,1,0
B08BPCWQGT,B08BPCWQGT,Fentimans Ginger Beer Drinks - 12x275ml,FENTIM005 - 002,18,0,17,2,35,2,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,19,0,21,3,40,3,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,87.18%,100.00%,1,0,2.86%,0.00%,£22.59,£0.00,1,0
B08GCM53YX,B08GCM53YX,Fentimans - Dandelion & Burdock 275ml Glass Bottle - Pack of 24,FENTIM003 - 005,1,0,5,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,5,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,£38.69,£0.00,1,0
B08H7SLPNM,B08H7SLPNM,Essential Cuisine Peppercorn Sauce Base - 2x800g,RTS16 - 002,4,0,5,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,6,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,70.00%,0.00%,1,0,11.11%,0.00%,£50.78,£0.00,1,0
B08PZDT5MV,B08PZDT5MV,Essential Cuisine Wild Mushroom Glace 600g,GLA08,25,0,25,1,50,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,28,0,30,1,58,1,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,22.41%,0.00%,1,0,2.00%,0.00%,£32.98,£0.00,1,0
B08SXJLTW8,B08SXJLTW8,"Nestlé Shreddies, 460g",CER17A - 001 Prime,90,0,53,2,143,2,0.03%,0.00%,0.02%,0.01%,0.02%,0.01%,113,0,66,3,179,3,0.03%,0.00%,0.02%,0.01%,0.02%,0.01%,0.00%,0.00%,1,0,0.70%,0.00%,£8.16,£0.00,1,0
B08T5NDTW5,B08T5NDTW5,"Parkers Foodservice – Luxury Muesli 1 kg | Fruit, Nut & Oat Breakfast Cereal | Bulk Catering Bag",CER25D - Prime,7,0,4,0,11,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,5,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,£10.31,£0.00,1,0
B08T64YCSQ,B08T64YCSQ,Fudge Pieces 1KG Parkers Foodservice,TOP01,3,0,4,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,5,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,£21.21,£0.00,1,0
