(Parent) ASIN,(Child) ASIN,Title,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0BYP7QRJ7,B0BYP7QRJ7,Artisan The Best of Millers Crackers for Cheese 350g,73,1,0.01%,0.00%,105,2,0.01%,0.01%,87.64%,100.00%,4,0,5.48%,0.00%,£43.72,£0.00,4,0
B0BYT83S6X,B0BYT83S6X,South Downs Water 24 x 500ml Still Water (100% Recyclable Plastic Bottles),17,0,0.00%,0.00%,27,0,0.00%,0.00%,100.00%,0.00%,6,1,35.29%,0.00%,£101.99,£16.84,4,1
B0CJQKPVZ8,B0CJQJRFDC,Firefly Still Botanical Drinks in Glass 330ml (Pack of 12) Peach & Green Tea,10,1,0.00%,0.00%,12,1,0.00%,0.00%,91.67%,100.00%,4,0,40.00%,0.00%,£94.88,£0.00,4,0
B0CJQKPVZ8,B0CJQJRLC7,Firefly Still Botanical Drinks in Glass 330ml (Pack of 12) Pomegranate & Elderflower,19,1,0.00%,0.00%,26,1,0.00%,0.00%,91.67%,100.00%,5,0,26.32%,0.00%,£120.56,£0.00,4,0
B0CPJRP1FJ,B0CPJRP1FJ,QP Japanese Mayonnaise Condiment Sauce 450g (Pack of 2),19,0,0.00%,0.00%,30,0,0.00%,0.00%,84.62%,0.00%,4,0,21.05%,0.00%,£59.92,£0.00,4,0
B0CSKN49MX,B0CSKN49MX,REGGIA Orzo Pasta 500gm (Pack of 2),31,1,0.00%,0.00%,33,1,0.00%,0.00%,96.88%,100.00%,5,0,16.13%,0.00%,£34.80,£0.00,4,0
B0CTMY1DRR,B0CTMY1DRR,Ballerina Tinned Sweetcorn 2.125kg,22,0,0.00%,0.00%,26,0,0.00%,0.00%,95.83%,0.00%,9,0,40.91%,0.00%,£89.64,£0.00,4,0
B0CTT7V2M8,B0CTT7V2M8,"MONIN Premium Cinnamon Roll Sugar Syrup for Coffee and Cocktails, Vegan-Friendly, Allergen-Free, Natural Flavours and Colourings, 70cl","1,397",25,0.18%,0.09%,"1,735",27,0.18%,0.07%,0.31%,0.00%,4,0,0.29%,0.00%,£56.92,£0.00,4,0
B0CZ15S5GP,B0CZ15S5GP,Parkers Centaur - WALNUT Oil - 500ml (1),18,0,0.00%,0.00%,26,0,0.00%,0.00%,95.45%,0.00%,4,0,22.22%,0.00%,£50.92,£0.00,4,0
B0CZ48K7VK,B0CZ48K7VK,DARK Chocolate Crispearls - 800gm Compatible with Callebaut,39,0,0.01%,0.00%,53,0,0.01%,0.00%,100.00%,0.00%,4,0,10.26%,0.00%,£79.96,£0.00,4,0
B0D2387Z3L,B0D232WH9Z,CORE - Tuna Chunks Brine - 1.705kg (1 Tin),13,1,0.00%,0.00%,17,1,0.00%,0.00%,100.00%,0.00%,6,0,46.15%,0.00%,£92.28,£0.00,4,0
B0D26J2KWX,B0D26J2KWX,Pidy Neutral Quiche/Tartlet Case 42 x 11cm,23,2,0.00%,0.01%,28,3,0.00%,0.01%,96.15%,100.00%,6,0,26.09%,0.00%,£292.68,£0.00,4,0
B0D2M6HYHD,B0D2LV8VTM,"Thai Uncooked Prawn Crackers 500g-10kg, Delicious Shrimp Chips in 10 seconds Fry (3x500g)",22,2,0.00%,0.01%,29,2,0.00%,0.01%,84.62%,100.00%,4,0,18.18%,0.00%,£66.80,£0.00,4,0
B0D2PCPCL2,B0D2PC4CPH,Dawn - CRUMBLE Mix - 3.5kg,39,2,0.01%,0.01%,46,2,0.00%,0.01%,100.00%,100.00%,4,0,10.26%,0.00%,£80.84,£0.00,4,0
B0D2S5WFM1,B0D2RWKJHW,Parkers - CHOCOLATE mini EGGS - 1kg (1 Pack),47,0,0.01%,0.00%,55,0,0.01%,0.00%,96.23%,0.00%,4,0,8.51%,0.00%,£85.12,£0.00,4,0
B0D33ZG5LJ,B0D33RGL3K,"Alpro - Milk For Professionals - 1ltr (2, Soya)",26,0,0.00%,0.00%,30,0,0.00%,0.00%,96.00%,0.00%,4,0,15.38%,0.00%,£38.76,£0.00,4,0
B0D33ZG5LJ,B0D33TYL4R,"Alpro - Milk For Professionals - 1ltr (6, Soya)",111,1,0.01%,0.00%,144,2,0.01%,0.01%,17.42%,100.00%,5,0,4.50%,0.00%,£93.35,£0.00,4,0
B0D463WH7C,B0D45YY543,"Global Farm Hand Picked Wild Fennel Pollen (2, 5gm)",32,0,0.00%,0.00%,45,0,0.00%,0.00%,97.67%,0.00%,5,0,15.63%,0.00%,£74.40,£0.00,4,0
B0D5D7ZHMC,B0D5D9PKPN,"Firefly Pomegranate & Elderflower 12 × 330 ml – Still Fruit Juice with Botanical Extracts – Vegan & Vegetarian, UK",34,1,0.00%,0.00%,42,1,0.00%,0.00%,97.44%,0.00%,4,0,11.76%,0.00%,£95.86,£0.00,4,0
B0D5MS31WG,B0D5MS31WG,Meadowchurn UHT Aerosol Cream – 500g Professional Catering Pack (6 Cans),18,2,0.00%,0.01%,21,2,0.00%,0.01%,89.47%,100.00%,4,1,22.22%,50.00%,£137.24,£34.31,4,1
B0D6NLB9TW,B0D6NLB9TW,"Crusha Milkshake Bundle - Raspberry, Banana, Chocolate & Strawberry - (4 x 1ltr)",23,1,0.00%,0.00%,27,3,0.00%,0.01%,100.00%,0.00%,4,0,17.39%,0.00%,£97.96,£0.00,4,0
B0D9PHKFDG,B0D9PFR8VX,Callebauts Chocolate Baking Chunks Milk And Dark Chocolate 2.5KG Bags Cooking Chocolate (1x2.5kg Dark Chocolate),99,3,0.01%,0.01%,119,5,0.01%,0.01%,95.50%,100.00%,4,1,4.04%,33.33%,£193.00,£48.25,4,1
B0D9YQ3VQH,B0D9YQ3VQH,Parkers Foodservice Taylors of Harrogate - 8 Window Wooden Presentation Box (Tea not included),22,3,0.00%,0.01%,29,4,0.00%,0.01%,96.15%,100.00%,5,0,22.73%,0.00%,£158.85,£0.00,4,0
B0DHKYQ62W,B0DHKYQ62W, ,17,2,0.00%,0.01%,18,2,0.00%,0.01%,100.00%,100.00%,4,0,23.53%,0.00%,£75.56,£0.00,4,0
B0DMPKF93H,B0DMPKF93H,Alfee's - CORONATION Mayonnaise - 2.5ltr,20,0,0.00%,0.00%,22,0,0.00%,0.00%,90.91%,0.00%,4,0,20.00%,0.00%,£71.76,£0.00,4,0
B0DMTFV3PY,B0DMTFV3PY,Brover - Sour Cherries (Griottes) - 1L - Jar,45,2,0.01%,0.01%,54,2,0.01%,0.01%,96.23%,100.00%,4,0,8.89%,0.00%,£82.16,£0.00,4,0
B0DPLFNSRV,B0DPLFNSRV,Merchant Gourmet - Simply Cooked Chestnuts - 500gm - (Pack of 20),12,0,0.00%,0.00%,13,0,0.00%,0.00%,100.00%,0.00%,4,1,33.33%,0.00%,£328.86,£71.75,4,1
B0DVGYWXJ4,B0DVH2MQ4N,"Callebaut - DARK - 811 Callets - 2.5kg (Sold by Parkers Foodservice) (2 Packs, 2500.0, gram)",36,2,0.00%,0.01%,54,3,0.01%,0.01%,89.80%,100.00%,4,0,11.11%,0.00%,£338.26,£0.00,4,0
B0FPXHQN92,B0DWT4SZHX,Mrs Elswood Whole Sweet Gherkin 2.5kg,16,0,0.00%,0.00%,22,0,0.00%,0.00%,100.00%,0.00%,4,0,25.00%,0.00%,£51.96,£0.00,4,0
B0DXLH1R6G,B0DXLH1R6G,"Essential Cuisine Premier Lamb Jus Paste, Gourmet Sauce - Intense Flavour, Ready in Minutes - Gluten-Free. - 1Kg",14,0,0.00%,0.00%,17,0,0.00%,0.00%,40.00%,0.00%,10,0,71.43%,0.00%,£355.73,£0.00,4,0
B0F3JSK8CQ,B0F3JSK8CQ,South Downs Water Still Glass 12 x 750ml,29,0,0.00%,0.00%,32,0,0.00%,0.00%,100.00%,0.00%,13,0,44.83%,0.00%,£274.53,£0.00,4,0
B0F3JSPDPQ,B0F3JSPDPQ,South Downs Water Sparkling Glass 12 x 750ml,31,3,0.00%,0.01%,37,3,0.00%,0.01%,100.00%,100.00%,11,2,35.48%,66.67%,£239.07,£50.12,4,1
B0F5HX89WW,B0F5HX89WW,OSCAR Mushroom Liquid Concentrate 980ml,10,0,0.00%,0.00%,13,0,0.00%,0.00%,100.00%,0.00%,4,1,40.00%,0.00%,£77.68,£19.42,4,1
B0F631N522,B0F631N522,America's Finest | Pack of 3 | Pumpkin Puree - 100% Pure Pumpkin - 425g Tin,782,3,0.10%,0.01%,997,3,0.10%,0.01%,2.18%,0.00%,5,0,0.64%,0.00%,£60.95,£0.00,4,0
B0F6NFCWJC,B0F6NFCWJC,100 x Earl Grey Black Tea Individually Wrapped Tea Sachets Envelopes | Compatible For Twinings By Luxe Bitez,18,3,0.00%,0.01%,23,3,0.00%,0.01%,39.13%,0.00%,6,3,33.33%,100.00%,£84.24,£42.12,4,1
B0F6NJCKGT,B0F6NJCKGT,50 x Earl Grey Black Tea Individually Wrapped Tea Sachets Envelopes | Compatible For Twinings By Luxe Bitez,44,1,0.01%,0.00%,51,1,0.01%,0.00%,27.08%,0.00%,5,3,11.36%,300.00%,£47.56,£29.40,4,2
B0F7YW7WGM,B0F7YW7WGM,Nestlé GoFree Rice Pops Gluten-Free Cereal – 4 x 350g | Light & Crispy Breakfast Cereal | Suitable for Gluten-Free Diets,39,2,0.01%,0.01%,50,2,0.01%,0.01%,2.08%,0.00%,5,0,12.82%,0.00%,£80.13,£0.00,4,0
B0F8W1CW5P,B0F8W1CW5P,Lee Kum Kee Premium Light Soy Sauce – 1.75L Bottle | Naturally Brewed Chinese Soy Sauce for Cooking & Dipping,27,0,0.00%,0.00%,30,0,0.00%,0.00%,96.43%,0.00%,4,0,14.81%,0.00%,£39.92,£0.00,4,0
B0FC2MVV8Y,B0FC2MVV8Y,Rowse Chilli Fusion Honey – 680g | Infused with Birds Eye & Guajillo Chillies | Sweet & Spicy Gourmet Honey,16,0,0.00%,0.00%,21,0,0.00%,0.00%,90.00%,0.00%,4,0,25.00%,0.00%,£38.60,£0.00,4,0
B0FHJ2FHL6,B0FHJ2FHL6,Belazu Black Spaghetti Pasta 500 g,13,0,0.00%,0.00%,20,0,0.00%,0.00%,100.00%,0.00%,4,1,30.77%,0.00%,£37.95,£9.37,4,1
B0FKTJRN56,B0FKTJRN56,Triple Lion Plain Uncooked Urid Flour Poppadoms – 1kg Box – Classic Ready-to-Cook Indian-Style Poppadoms,15,0,0.00%,0.00%,16,0,0.00%,0.00%,93.33%,0.00%,4,0,26.67%,0.00%,£45.96,£0.00,4,0
B0FNRPVJCG,B0FNRPVJCG,"Chipotle Chilli Paste 550g – Smoked Jalapeño Chilli Paste – Rich, Smoky & Spicy Flavour – Authentic Ingredient for Mexican & BBQ Cooking – Vegan & Gluten Free",13,1,0.00%,0.00%,17,1,0.00%,0.00%,100.00%,100.00%,5,1,38.46%,100.00%,£85.00,£17.00,4,1
B0D6VZ1GN5,B004TEZGF2,"Eager Apple Juice 100% Pressed, Refreshing Fruit Drink, NFC Not From Concentrate, 1 Litre (Pack of 8)",494,27,0.07%,0.10%,648,39,0.07%,0.11%,0.33%,6.45%,3,1,0.61%,3.70%,£87.60,£29.20,3,1
B0051BU3WI,B0051BU3WI,"Knorr Gluten Free Vegetable Paste Bouillon, 1kg",36,0,0.00%,0.00%,40,0,0.00%,0.00%,61.54%,0.00%,3,0,8.33%,0.00%,£99.54,£0.00,3,0
B0058GXSDW,B0058GXSDW,Van Houten Hot Chocolate (100 sachets),12,0,0.00%,0.00%,12,0,0.00%,0.00%,75.00%,0.00%,3,0,25.00%,0.00%,£94.92,£0.00,3,0
B0074FOIFC,B0074FOIFC,"Knorr Gluten Free Clear Fish Paste Bouillon, 1kg",31,1,0.00%,0.00%,37,2,0.00%,0.01%,71.43%,0.00%,6,5,19.35%,500.00%,£195.06,£162.55,3,2
B007R1I1JM,B007R1I1JM,Bennett Opies Pickled Walnuts In Malt Vinegar 390 g (Pack of 3),95,1,0.01%,0.00%,128,1,0.01%,0.00%,2.44%,0.00%,3,0,3.16%,0.00%,£47.40,£0.00,3,0
B007VAMIPM,B007VAMIPM,Mae Ploy Thai Panang Curry Paste - 14 Oz Jar,92,0,0.01%,0.00%,117,0,0.01%,0.00%,52.63%,0.00%,3,0,3.26%,0.00%,£19.53,£0.00,3,0
B008LE65XS,B008LE65XS,jose lobato Spanish Sherry Vinegar 75cl,9,0,0.00%,0.00%,11,0,0.00%,0.00%,80.00%,0.00%,3,0,33.33%,0.00%,£28.98,£0.00,3,0
B00ABXVV7C,B00ABXVV7C,Deli Supplies 3 x Rolls (1 Boxes of 3) Refill Wrapmaster 3000 Aluminium Foil 90m x 30cm Long Great Value,5,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,3,0,60.00%,0.00%,£111.96,£0.00,3,0
B00BHF9ZJY,B00BHF9ZJY,Bovril Beef Savoury Drink 250G,123,1,0.02%,0.00%,148,1,0.02%,0.00%,22.70%,0.00%,3,0,2.44%,0.00%,£27.90,£0.00,3,0
B00BZUL46S,B00BZUL46S,"Elsinore - Clam Chowder Soup with Vegetables & Clams, 400g",117,0,0.02%,0.00%,137,0,0.01%,0.00%,23.20%,0.00%,3,0,2.56%,0.00%,£24.00,£0.00,3,0
B00CCG7ZQ2,B00CCG7ZQ2,Callebaut Milk Chocolate Shavings 2.5 Kg,16,0,0.00%,0.00%,21,0,0.00%,0.00%,100.00%,0.00%,3,1,18.75%,0.00%,£128.40,£42.80,3,1
B00CYNMMRK,B00CYNMMRK,Macphie Creme Anglaise 1 Litre,15,1,0.00%,0.00%,19,2,0.00%,0.01%,100.00%,100.00%,5,2,33.33%,200.00%,£52.76,£21.64,3,1
B00DG23196,B00DG23196,"Taylors of Harrogate Afternoon Darjeeling Tea, 20 Tea Bags (Pack of 6, Total 120 Teabags)",39,3,0.01%,0.01%,55,3,0.01%,0.01%,17.31%,0.00%,3,0,7.69%,0.00%,£62.88,£0.00,3,0
B08LDWS275,B00E7P9ODI,Nielsen-Massey Pure Almond Extract 60 ml (Pack of 8),6,0,0.00%,0.00%,6,0,0.00%,0.00%,83.33%,0.00%,4,0,66.67%,0.00%,£135.12,£0.00,3,0
B00EPIVT3A,B00EPIVT3A,Bovril Beef Flavoured Drink 6 x 450g,40,2,0.01%,0.01%,44,2,0.00%,0.01%,20.93%,0.00%,3,0,7.50%,0.00%,£224.20,£0.00,3,0
B082YPH1NJ,B00F9WNJ7A,"Yutaka Yuzu Seasoning Sauce 100ml (Pack of 2) | Zesty & Refreshing Japanese Citrus Sauce | Ideal for Marinades, Dressings, Dips & Seafood | Vegan-Friendly",71,3,0.01%,0.01%,86,3,0.01%,0.01%,31.17%,50.00%,3,0,4.23%,0.00%,£34.27,£0.00,3,0
B00GAGUIPK,B00GAGUIPK,Chefs Brigade Dried Mixed Mushrooms 400g,10,0,0.00%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,3,0,30.00%,0.00%,£56.43,£0.00,3,0
B00JC9E7PY,B00JC9E7PY,Doves Farm Organic & Gluten Free Baking Powder 1kg,39,0,0.01%,0.00%,49,0,0.01%,0.00%,19.05%,0.00%,3,0,7.69%,0.00%,£35.97,£0.00,3,0
B08LPLMYF6,B00JEHFEK6,Old India Black Sesame Seeds 1 Kg,418,22,0.06%,0.08%,599,33,0.06%,0.09%,4.78%,0.00%,3,0,0.72%,0.00%,£35.19,£0.00,3,0
B0F59VV357,B00JRCFRWS,Callebaut White Chocolate Mousse Powder 800 g,37,1,0.00%,0.00%,49,2,0.01%,0.01%,34.09%,0.00%,6,4,16.22%,400.00%,£149.05,£102.08,3,1
B0CDJFQDT9,B00O9RDZL6,Belazu Balsamic Pearls 55 g,106,4,0.01%,0.01%,136,6,0.01%,0.02%,1.61%,0.00%,3,1,2.83%,25.00%,£33.36,£11.12,3,1
B00ODY1LFC,B00ODY1LFC,Macphie Panna Cotta 1 Litre,17,0,0.00%,0.00%,23,0,0.00%,0.00%,100.00%,0.00%,3,0,17.65%,0.00%,£34.46,£0.00,3,0
B00QIKNVE8,B00QIKNVE8,Golden Swan Brand Water Chestnut Whole 227 g (Pack of 12),23,1,0.00%,0.00%,34,1,0.00%,0.00%,0.00%,0.00%,3,0,13.04%,0.00%,£48.03,£0.00,3,0
B0845J85V4,B00TZT6YZC,Golden Swan Vietnamese Prawn Cracker 2 Kg (Pack of 2),42,0,0.01%,0.00%,59,0,0.01%,0.00%,35.85%,0.00%,3,0,7.14%,0.00%,£46.95,£0.00,3,0
B00XUFNSVK,B00XUFNSVK,"Tate Tate & Lyle Fairtrade Jam Sugar, 1Kg",8,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,3,0,37.50%,0.00%,£21.69,£0.00,3,0
B00Y8DD7ZK,B00Y8DD7ZK,Pasta Reggia Cannelloni - 1x250g,14,0,0.00%,0.00%,15,0,0.00%,0.00%,53.33%,0.00%,4,0,28.57%,0.00%,£23.77,£0.00,3,0
B0105XHVT4,B0105XHVT4,"Tropical Forest | Forest Honey - Clear,Organic | 7Lb",14,0,0.00%,0.00%,16,0,0.00%,0.00%,100.00%,0.00%,4,0,28.57%,0.00%,£147.64,£0.00,3,0
B019N2OITO,B019N2OITO,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",288,29,0.04%,0.11%,405,48,0.04%,0.13%,3.46%,2.08%,4,2,1.39%,6.90%,£122.68,£66.92,3,1
B01B7GJPQU,B01B7GJPQU,Tate and Lyle Fairtrade Granulated Sugar 25 kg,247,15,0.03%,0.06%,333,19,0.03%,0.05%,12.09%,13.33%,4,1,1.62%,6.67%,£124.92,£31.23,3,1
B01EX17U5O,B01EX17U5O,( 25kg Pack ) Tate & Lyle Granulated Cane Sugar 25kg Y,20,4,0.00%,0.01%,26,4,0.00%,0.01%,95.83%,100.00%,21,19,105.00%,475.00%,£692.79,£626.81,3,1
B0CH1LNQ4Y,B01IREQ5FO,"Monin Salted Caramel Syrup 70cl - Single - Cocktail Syrup, Flavouring",312,6,0.04%,0.02%,349,7,0.04%,0.02%,7.30%,0.00%,3,0,0.96%,0.00%,£41.15,£0.00,3,0
B01JIGP5EM,B01JIGP5EM,Monin Popcorn Coffee Syrup,7,0,0.00%,0.00%,11,0,0.00%,0.00%,90.00%,0.00%,3,0,42.86%,0.00%,£42.69,£0.00,3,0
B01LZC3A8G,B01LZC3A8G,"Robert Scott CICS009G Microfibre Cloth, Contract, 40 cm x 40 cm, Green (Pack of 10)",70,8,0.01%,0.03%,110,13,0.01%,0.04%,17.78%,0.00%,6,0,8.57%,0.00%,£53.21,£0.00,3,0
B01M0B2ZDC,B01M0B2ZDC,"Robert Scott CICS132 Microfibre Cloth, Contract, 40 cm x 40 cm, Red (Pack of 10)",92,7,0.01%,0.03%,138,11,0.01%,0.03%,25.00%,0.00%,3,0,3.26%,0.00%,£26.85,£0.00,3,0
B0CV151M43,B01MDQMHVY,Brown Bag Crisps Oak Smoked Chilli 40 g (Pack of 20),19,3,0.00%,0.01%,24,3,0.00%,0.01%,13.33%,0.00%,3,0,15.79%,0.00%,£57.75,£0.00,3,0
B01MRKI46M,B01MRKI46M,"Callebaut, Dark, Milk & White chocolate chips (3 x 2.5kg Bundle)",33,2,0.00%,0.01%,39,2,0.00%,0.01%,81.58%,50.00%,3,0,9.09%,0.00%,£376.52,£0.00,3,0
B01MTKD0SD,B01MTKD0SD,Middleton's Smokey BBQ Glaze 2.5kg Resealable Red Tub,30,1,0.00%,0.00%,39,1,0.00%,0.00%,88.57%,0.00%,4,0,13.33%,0.00%,£91.95,£0.00,3,0
B01MTSFO5Q,B01MTSFO5Q,Pickled Onions in Balsamic Vinegar - Borettane Onions in Balsamic Vinegar - Pickled Onions - 2.5 Kg Tin,278,1,0.04%,0.00%,326,2,0.03%,0.01%,19.40%,0.00%,3,0,1.08%,0.00%,£56.97,£0.00,3,0
B071DQ4MLW,B071DQ4MLW,Middleton Foods Garden Mint Meat Glaze Marinade Seasoning Mix 2.5kg,104,1,0.01%,0.00%,147,3,0.02%,0.01%,46.97%,0.00%,3,0,2.88%,0.00%,£71.97,£0.00,3,0
B07572KVJT,B07572KVJT,"Lyle's Maple Flavour Syrup Poly Container, 2.8 kg, Pack of 4",63,6,0.01%,0.02%,86,7,0.01%,0.02%,8.75%,0.00%,4,0,6.35%,0.00%,£143.47,£0.00,3,0
B077BGMHZY,B077BGMHZY,"KTC Fried Onions, 400 g, Pack of 12",122,11,0.02%,0.04%,187,18,0.02%,0.05%,1.85%,0.00%,6,0,4.92%,0.00%,£201.60,£0.00,3,0
B079Q7JM76,B079Q7JM76,"Centaur Foods Quality 100% French Hazelnut Oil 500ml Amazing for Cooking, Skincare and Hair",9,0,0.00%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,3,0,33.33%,0.00%,£36.18,£0.00,3,0
B079TVBXHY,B079TVBXHY,Cacao Barry - Cocoa Butter 1kg,27,0,0.00%,0.00%,38,0,0.00%,0.00%,75.00%,0.00%,3,0,11.11%,0.00%,£181.74,£0.00,3,0
B07GNT9MGC,B07GNT9MGC,"Tate & Lyle Sugars Fairtrade Dark Muscovado Sugar, 500 g, Pack of 10",14,1,0.00%,0.00%,16,1,0.00%,0.00%,100.00%,100.00%,4,0,28.57%,0.00%,£69.72,£0.00,3,0
B07HDB442Z,B07HDB442Z,Lion Original Piri Piri Hot Sauce - 2.27L,53,1,0.01%,0.00%,80,2,0.01%,0.01%,11.27%,0.00%,4,0,7.55%,0.00%,£51.10,£0.00,3,0
B07N5VCS85,B07N5VCS85,Essential Cuisine - Crème Anglaise Dessert Mix - 1.02kg,35,1,0.00%,0.00%,42,2,0.00%,0.01%,100.00%,100.00%,4,2,11.43%,200.00%,£97.52,£48.76,3,1
B07N8DRLK5,B07N8DRLK5,Essential Cuisine - The Sauce Collection - Lobster Concentrated Sauce Base 800g,83,4,0.01%,0.01%,112,9,0.01%,0.02%,15.84%,0.00%,3,0,3.61%,0.00%,£86.97,£0.00,3,0
B07N99JS6S,B07N99JS6S,"Twinings Redbush {Individually Wrapped} Enveloped Tea, Naturally Caffeine Free (40)",21,2,0.00%,0.01%,32,8,0.00%,0.02%,32.26%,0.00%,5,2,23.81%,100.00%,£52.20,£20.88,3,1
B07PQS6QZS,B07PQS6QZS,Thai Taste Lemongrass 114g - Pack of 2,39,0,0.01%,0.00%,47,0,0.00%,0.00%,11.63%,0.00%,3,0,7.69%,0.00%,£23.16,£0.00,3,0
B07WGT8DJG,B07WGT8DJG,"Galets de chocolat VELVET - 2,5 KG",26,0,0.00%,0.00%,30,0,0.00%,0.00%,71.43%,0.00%,3,0,11.54%,0.00%,£147.72,£0.00,3,0
B07Z5B74JY,B07Z5B74JY,"Horlicks Original Malted Milk 2kg (Pack of 1) - Just add milk, The Original Malted Drink. High in Calcium, Zinc, Vitamin C, Vitamin D & Vitamin B12.",626,10,0.08%,0.04%,859,13,0.09%,0.04%,0.00%,0.00%,3,0,0.48%,0.00%,£59.52,£0.00,3,0
B07Z5J47ZP,B07Z5J47ZP,Belazu Truffle & Artichoke Pesto 2x165g,17,0,0.00%,0.00%,18,0,0.00%,0.00%,88.24%,0.00%,3,0,17.65%,0.00%,£33.57,£0.00,3,0
B0844Y5K71,B0844Y5K71,McDougalls Thickening Granules Sweet and Savory Instant Thickener 1.5kg British Food Shop,12,0,0.00%,0.00%,15,0,0.00%,0.00%,53.33%,0.00%,4,0,33.33%,0.00%,£95.96,£0.00,3,0
B0CDB5KDFL,B086JQ6VC1,Geeta's Lime Pickle 1.3kg - Indian Pickle Jar The Real Flavour of India No Artificial Flavours or Colours Ready to Serve Pickles,204,8,0.03%,0.03%,265,10,0.03%,0.03%,7.14%,0.00%,3,0,1.47%,0.00%,£30.12,£0.00,3,0
B086R35LS1,B086R35LS1,Dried Sultanas 3kg,3,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,3,0,100.00%,0.00%,£52.41,£0.00,3,0
B08GGBFZC2,B08GGBFZC2,Opies Pink Peppercorns with Malt Vinegar - 6x105g,7,0,0.00%,0.00%,8,0,0.00%,0.00%,75.00%,0.00%,3,0,42.86%,0.00%,£50.46,£0.00,3,0
B08PSV9N9Q,B08PSV9N9Q,Wrapmaster 3000 Cling Film Refill Pack - 3 x 300M Roll,21,2,0.00%,0.01%,32,4,0.00%,0.01%,36.67%,0.00%,3,0,14.29%,0.00%,£78.96,£0.00,3,0
B08PZDT5MV,B08PZDT5MV,Essential Cuisine Wild Mushroom Glace 600g,37,2,0.00%,0.01%,44,2,0.00%,0.01%,16.67%,0.00%,4,1,10.81%,50.00%,£132.73,£34.33,3,1
B08W2JPB6C,B08W2JPB6C,Wild Rice 1Kg - Centaur Brand,43,0,0.01%,0.00%,65,0,0.01%,0.00%,98.36%,0.00%,5,0,11.63%,0.00%,£98.25,£0.00,3,0
B092MRBFVS,B092MRBFVS,Essential Cuisine #1 Chicken Gravy 1.5KG 20L,18,2,0.00%,0.01%,20,2,0.00%,0.01%,84.21%,0.00%,3,0,16.67%,0.00%,£73.44,£0.00,3,0
B0999GP4JY,B0999GP4JY,Portion Solutions Vinegar Sachets - Box of 200 (Approx),19,1,0.00%,0.00%,24,1,0.00%,0.00%,95.65%,0.00%,3,1,15.79%,100.00%,£27.39,£9.13,3,1
B09BJZF93S,B09BJZF93S,"SOSA Isomalt ""F"" Refined (900g)",15,0,0.00%,0.00%,16,0,0.00%,0.00%,33.33%,0.00%,3,0,20.00%,0.00%,£51.99,£0.00,3,0
B09RV2FVXK,B09RV2FVXK,"Buchanan Natural Sultanas 3kg | Perfect for Breakfast, Baking and Snacking | Suitable for Vegans and Vegetarians",18,0,0.00%,0.00%,20,0,0.00%,0.00%,95.00%,0.00%,3,0,16.67%,0.00%,£52.41,£0.00,3,0
B09W66RX26,B09W66RX26,Lion Premium Thai Sweet Chilli Sauce 2.27 Litres,38,1,0.01%,0.00%,52,1,0.01%,0.00%,93.48%,100.00%,3,0,7.89%,0.00%,£40.09,£0.00,3,0
B0B18H9NKB,B0B18H9NKB,Lefktro Balsamic Vinegar,14,2,0.00%,0.01%,15,2,0.00%,0.01%,73.33%,100.00%,3,1,21.43%,50.00%,£47.07,£15.69,3,1
B0B6J97ZYF,B0B6J97ZYF,Heinz/HP Texan Style BBQ Sauce 2.15Ltr,16,0,0.00%,0.00%,23,0,0.00%,0.00%,94.44%,0.00%,4,0,25.00%,0.00%,£57.52,£0.00,3,0
B0BNFDBF3R,B0BNFTSW2F,Kerrymaid Double UHT 1L x 12,11,1,0.00%,0.00%,16,1,0.00%,0.00%,85.71%,100.00%,4,2,36.36%,200.00%,£192.68,£96.34,3,1
B0BRXLVG48,B0BQRVGYNZ,Jude's | Chocolate Milkshake | 250ml x 12 Cans,20,2,0.00%,0.01%,22,2,0.00%,0.01%,63.64%,100.00%,3,0,15.00%,0.00%,£62.73,£0.00,3,0
B0BS6S6QXP,B0BS6S6QXP,Lion Tartare Sauce 2.27litres,21,2,0.00%,0.01%,32,2,0.00%,0.01%,100.00%,100.00%,4,0,19.05%,0.00%,£54.92,£0.00,3,0
B0BS6SHP4W,B0BS6SHP4W,Lion Mint Sauce 2.27ltr F,11,0,0.00%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,3,0,27.27%,0.00%,£34.68,£0.00,3,0
