parent_asin,child_asin,title,sku,sessions_total,sessions_b2b,session_percentage_total,session_percentage_b2b,page_views_total,page_views_b2b,page_views_percentage_total,page_views_percentage_b2b,buy_box_percentage,buy_box_percentage_b2b,units_ordered,units_ordered_b2b,unit_session_percentage,unit_session_percentage_b2b,sales_total,sales_b2b,order_items_total,order_items_b2b,conversion_rate,avg_order_value,revenue_per_session,is_prime,sku_category
B07QM1Y6Z1,B07QM1Y6Z1,"Ktc White Vinegar 5 Litre - Perfect For Pickling, Cleaning, Baking, Marinades And Sauces And Cheese Making - 5 Litre Bottle - Produced In The Uk (1 Pack)",VIN31A - 002,44,1,0.02,0.02,57,1,0.02,0.02,97.83,0.0,6,0,13.64,0.0,52.68,0.0,5,0,13.636363636363635,8.78,1.1972727272727273,False,VIN
B07STF2KM9,B07STF2KM9,Original SNICKERS Chocolate BAR 24 x 50g Full Box Fresh Stock,CHO28A - 002,268,7,0.15,0.15,364,9,0.16,0.14,10.0,0.0,5,0,1.87,0.0,84.9,0.0,5,0,1.8656716417910446,16.98,0.3167910447761194,False,CHO
B07W5W7YCT,B07W5W7YCT,"Callebaut Chocolate Bundle 3x400g Milk, Dark and White couverture callets",CAL100,138,1,0.08,0.02,170,1,0.07,0.02,74.05,0.0,5,0,3.62,0.0,156.65,0.0,5,0,3.6231884057971016,31.330000000000002,1.135144927536232,False,CAL
B07WD4891X,B07WD4891X,Firefly Botanical Vegan Pomegranate & Elderflower Fruit Drink Pack of 12 (330ml),FIREF002 - 002 Prime,9,0,0.01,0.0,13,0,0.01,0.0,63.64,0.0,6,0,66.67,0.0,137.64,0.0,5,0,66.66666666666666,22.939999999999998,15.293333333333331,True,FIREF
B07ZC1B5GC,B07ZC1B5GC,Pasta Reggia Riso Orzo Pasta - 1x500g,PAS70A - 001,37,0,0.02,0.0,44,0,0.02,0.0,67.44,0.0,8,0,21.62,0.0,39.92,0.0,5,0,21.62162162162162,4.99,1.078918918918919,False,PAS
B08DVX85DV,B08B8SKZ2P,"Alpen Original Swiss Style Muesli Sachets, 45g (30 sachets)",CER25E - 001 Prime,118,4,0.07,0.09,153,5,0.07,0.08,43.84,60.0,5,0,4.24,0.0,89.45,0.0,5,0,4.23728813559322,17.89,0.7580508474576272,True,CER
B08RJ8F3QP,B08RJ8F3QP,Triple Lion Arrowroot Powder 500g,BAK04C,20,0,0.01,0.0,24,0,0.01,0.0,100.0,0.0,5,0,25.0,0.0,40.25,0.0,5,0,25.0,8.05,2.0125,False,BAK
B08W6FZTZB,B08W5F24FB,"Mona Lisa Crispearls by Callebaut (Milk Chocolate, 1 x 800g Bag) – Resealable Velcro 800g Bag - Flavoured Coated Cereal Balls for Decorating Cakes, Cupcakes, Waffles, Crepes, Pancakes",DEC012 - 001 Prime,46,1,0.03,0.02,63,1,0.03,0.02,90.57,0.0,5,0,10.87,0.0,106.25,0.0,5,0,10.869565217391305,21.25,2.3097826086956523,True,DEC
B09RV2FVXK,B09RV2FVXK,"Buchanan Natural Sultanas 3kg | Perfect for Breakfast, Baking and Snacking | Suitable for Vegans and Vegetarians",DRISUL001-002,12,2,0.01,0.04,14,2,0.01,0.03,100.0,100.0,7,1,58.33,50.0,121.03,17.29,5,1,58.333333333333336,17.29,10.085833333333333,False,DRISUL
B09RV2J5R4,B09RV2J5R4,"Buchanans Whole Pitted Dates 3kg | Perfect for Breakfast, Baking & Cooking | Suitable for Vegans & Vegetarians",DRIDAT001-002,11,0,0.01,0.0,15,0,0.01,0.0,100.0,0.0,5,0,45.45,0.0,62.45,0.0,5,0,45.45454545454545,12.49,5.677272727272728,False,DRIDAT
B0B998R6L4,B0B998R6L4,Parkers Kerrymaid UHT Double Cream 1 Litre,UHT03B - 001,383,9,0.21,0.19,469,11,0.2,0.17,81.52,71.43,8,0,2.09,0.0,59.68,0.0,5,0,2.088772845953003,7.46,0.155822454308094,False,UHT
B0BDM89147,B0BDM89147,"Parkers Lion Blue Cheese Dressing 2.27Litres, White",DRE04 = 001,43,1,0.02,0.02,53,1,0.02,0.02,97.96,100.0,7,0,16.28,0.0,110.74,0.0,5,0,16.27906976744186,15.819999999999999,2.5753488372093023,False,DRE
B0BQTWB5KC,B0BQTWB5KC,San Pellegrino | Lemon Sparkling Soft Drinks | 6 X 4 330Ml | 24 Cans,CAN14B - 001 Prime,1200,13,0.67,0.28,1418,16,0.62,0.25,7.16,0.0,5,0,0.42,0.0,130.85,0.0,5,0,0.4166666666666667,26.169999999999998,0.10904166666666666,True,CAN
B0C1VN7RXK,B0C1VN7RXK,"Panna Cotta 1L Macphie Simply heat, chill & serve",MACPHI004 - 012 Prime,46,0,0.03,0.0,64,0,0.03,0.0,94.74,0.0,7,0,15.22,0.0,80.43,0.0,5,0,15.217391304347828,11.49,1.7484782608695653,True,MACPHI
B0CBQ7YNKN,B0CBQ7YNKN,Le Guerandais Coarse Sea Salt 1kg X 6,SAL21 - 004 Prime,19,0,0.01,0.0,26,0,0.01,0.0,100.0,0.0,5,0,26.32,0.0,105.35,0.0,5,0,26.31578947368421,21.07,5.544736842105263,True,SAL
B0CKBXFPP6,B0CKBXFPP6,Riverdene Cranberry Sauce 2.5kg,CON03B - 001,13,0,0.01,0.0,16,0,0.01,0.0,100.0,0.0,7,1,53.85,0.0,110.11,15.73,5,1,53.84615384615385,15.73,8.47,False,CON
B0CM9WJ7TB,B0CM9WJ7TB,Bulky Soft White 2ply Napkins 2000 x 40cm x 40cm / 8 fold (32042),NAPKIN103 - 001,11,4,0.01,0.09,19,4,0.01,0.06,44.44,0.0,6,0,54.55,0.0,261.85,0.0,5,0,54.54545454545454,43.64166666666667,23.80454545454546,False,NAPKIN
B0CMB6DSHM,B0CMB6DSHM,Bulky Soft White 2ply Napkins 2000 x 40cm x 40cm / 4 fold (32990),NAPKIN102 - 001 Prime,13,2,0.01,0.04,16,2,0.01,0.03,66.67,0.0,5,0,38.46,0.0,223.85,0.0,5,0,38.46153846153847,44.769999999999996,17.21923076923077,True,NAPKIN
B0CPQ6SKZH,B0CPQ6SKZH,Brown Bag Retail Lightly Salted Crisps and Sea Salt & Malt Vinegar Crisps (2 Boxes),Crisps Bundle - 009 Prime,22,2,0.01,0.04,28,2,0.01,0.03,89.29,100.0,6,2,27.27,100.0,196.98,65.66,5,1,27.27272727272727,32.83,8.953636363636363,True,C
B0CTN3G4LC,B0CTN3G4LC,Triple Lion Dried Pinto Beans 3kg,PUL06 - 001 Prime,21,0,0.01,0.0,28,0,0.01,0.0,95.65,0.0,5,2,23.81,0.0,73.1,29.24,5,2,23.809523809523807,14.62,3.4809523809523806,True,PUL
B0CXR2TTDK,B0CXR2TTDK,CHEF Thickened Veal Jus 900gm (Pack of 4),CHEFPA06 - 003 Prime,3,1,0.0,0.02,5,2,0.0,0.03,80.0,100.0,11,7,366.67,700.0,782.87,498.19,5,2,366.66666666666663,71.17,260.95666666666665,True,CHEFPA
B0CZ48K7VK,B0CZ48K7VK,DARK Chocolate Crispearls - 800gm Compatible with Callebaut,DEC013 - 003 Prime,16,0,0.01,0.0,17,0,0.01,0.0,100.0,0.0,5,0,31.25,0.0,101.3,0.0,5,0,31.25,20.259999999999998,6.33125,True,DEC
B0D33ZG5LJ,B0D33RGL3K,"Alpro - Milk For Professionals - 1ltr (2, Soya)",ALP01 - 001 Prime,28,0,0.02,0.0,30,0,0.01,0.0,100.0,0.0,5,0,17.86,0.0,48.55,0.0,5,0,17.857142857142858,9.709999999999999,1.7339285714285713,True,ALP
B0D5MNHR14,B0D5MMZ5Q5,"Centaur - Gluten Free - Panko Style Crumbs - 1kg (1 Pack, 1000, gram)",BRE03C - 005 Prime,25,1,0.01,0.02,26,1,0.01,0.02,100.0,0.0,6,0,24.0,0.0,61.2,0.0,5,0,24.0,10.200000000000001,2.448,True,BRE
B0D6NLB9TW,B0D6NLB9TW,"Crusha Milkshake Bundle - Raspberry, Banana, Chocolate & Strawberry - (4 x 1ltr)",Bundle - 141 Prime,28,1,0.02,0.02,34,1,0.01,0.02,90.0,100.0,5,0,17.86,0.0,124.95,0.0,5,0,17.857142857142858,24.990000000000002,4.4625,True,B
B0D9HJR1XT,B0D9HJR1XT,McDougalls - Scone Mix - 3.5kg (1),MCD01 - 004 Prime,24,0,0.01,0.0,37,0,0.02,0.0,84.62,0.0,5,0,20.83,0.0,88.45,0.0,5,0,20.833333333333336,17.69,3.685416666666667,True,MCD
B0DFMRZ5DP,B0DFMRZ5DP,La Perruche Rough Cut White Sugar Cubes 1kg - (Pack of 4),SUG16 - 002 Prime,15,4,0.01,0.09,17,4,0.01,0.06,94.12,75.0,6,3,40.0,75.0,128.1,64.05,5,2,40.0,21.349999999999998,8.54,True,SUG
B0DFMSY9D9,B0DFMSY9D9,Cook's & Co - Sliced Green Jalapenos - 820gm - (Pack of 2),VEG12K - 003 Prime,12,1,0.01,0.02,13,1,0.01,0.02,100.0,100.0,5,0,41.67,0.0,50.2,0.0,5,0,41.66666666666667,10.040000000000001,4.183333333333334,True,VEG
B0F3JPX7KP,B0F3JPX7KP,Alpen Original Muesli 950gm (Pack of 6),CER26A - 001 Prime,13,0,0.01,0.0,13,0,0.01,0.0,84.62,0.0,5,0,38.46,0.0,160.95,0.0,5,0,38.46153846153847,32.19,12.38076923076923,True,CER
B0F3JSK8CQ,B0F3JSK8CQ,South Downs Water Still Glass 12 x 750ml,SOUTHD003 - 001,23,0,0.01,0.0,27,0,0.01,0.0,96.0,0.0,8,0,34.78,0.0,167.36,0.0,5,0,34.78260869565217,20.92,7.276521739130436,False,SOUTHD
B0F3XZ4LZR,B0F3XZ4LZR,Hartley's Apple Sauce 2.5kg,CON01C - 001 Prime,12,0,0.01,0.0,16,0,0.01,0.0,100.0,0.0,5,0,41.67,0.0,87.2,0.0,5,0,41.66666666666667,17.44,7.266666666666667,True,CON
B0F4KN5GBN,B0F4KN5GBN,Osprio Giant Cous Cous 1kg,OSPRIO021 - 001 Prime,19,0,0.01,0.0,25,0,0.01,0.0,100.0,0.0,7,0,36.84,0.0,49.74,0.0,5,0,36.84210526315789,7.105714285714286,2.6178947368421053,True,OSPRIO
B004BLBWXI,B004BLBWXI,Fattoria Estense White Balsamic Vinegar (500ml),VIN22B Prime,158,1,0.09,0.02,204,1,0.09,0.02,97.37,100.0,6,0,3.8,0.0,56.94,0.0,4,0,3.79746835443038,9.49,0.36037974683544305,True,VIN
B0058BD1OI,B0058BD1OI,Hanamaruki White Miso Paste - 1x1kg,ORI52C - 001,25,2,0.01,0.04,35,2,0.02,0.03,30.3,50.0,9,2,36.0,100.0,90.72,20.16,4,1,36.0,10.08,3.6288,False,ORI
B005TG9OJI,B005TG9OJI,Pom-Bear Original (Box of 36 x 19g Bags),CRI50 - 002 uk shipping,87,4,0.05,0.09,121,6,0.05,0.09,36.52,0.0,4,0,4.6,0.0,91.43,0.0,4,0,4.597701149425287,22.8575,1.0509195402298852,False,CRI
B005X4ZRD8,B005X4ZRD8,Kulana Apple Juice 1 Litre (Pack of 12),JUI06 - 001 Prime,48,2,0.03,0.04,53,2,0.02,0.03,94.0,100.0,4,0,8.33,0.0,84.0,0.0,4,0,8.333333333333332,21.0,1.75,True,JUI
B007SVMZXY,B007SVMZXY,[Catering Take Away] - Shoda Soy Sauce 8g*200 Sachets,SOY20,77,7,0.04,0.15,99,12,0.04,0.19,5.62,9.09,4,1,5.19,14.29,67.56,16.89,4,1,5.194805194805195,16.89,0.8774025974025974,False,SOY
B008F66BK4,B008F66BK4,"Valrhona Chocolat Noir, Guanaja 70%, 1kg",VALRHO010 - 001 Prime,149,0,0.08,0.0,206,0,0.09,0.0,47.49,0.0,4,0,2.68,0.0,161.4,0.0,4,0,2.684563758389262,40.35,1.0832214765100672,True,VALRHO
B008F66BK4,B008F66BK4,"Valrhona Chocolat Noir, Guanaja 70%, 1kg",VALRHO010 - 001,149,0,0.08,0.0,206,0,0.09,0.0,47.49,0.0,4,0,2.68,0.0,161.88,0.0,4,0,2.684563758389262,40.47,1.0864429530201343,False,VALRHO
B0DX763BXB,B009C324QY,"Le Guerandais Celtic Coarse Grey Sea Salt In 1kg Bags, Hand Harvested In Guerande/France",SAL21 - 002 Prime,441,7,0.25,0.15,623,10,0.27,0.16,6.36,0.0,6,0,1.36,0.0,43.62,0.0,4,0,1.3605442176870748,7.27,0.09891156462585034,True,SAL
B00ABGOI88,B00ABGOI88,"Le Guerandais Coarse Sea Salt In Bag, 1kg ( pack of 3)",SAL21 - 003,65,2,0.04,0.04,104,2,0.05,0.03,45.56,0.0,4,0,6.15,0.0,50.36,0.0,4,0,6.153846153846154,12.59,0.7747692307692308,False,SAL
B093CPH8Q9,B00CBJX6MW,"Folkington's Fruit Juice, Cranberry Juice, 12 Glass Bottles, Pure Fruit Juice, Multipack 12 x 250 ml",FOL03 - 001 Prime,117,1,0.07,0.02,140,1,0.06,0.02,46.09,0.0,4,0,3.42,0.0,100.64,0.0,4,0,3.418803418803419,25.16,0.8601709401709402,True,FOL
B00CCG7ZQ2,B00CCG7ZQ2,Callebaut Milk Chocolate Shavings 2.5 Kg,DEC21 - 001 Prime,15,0,0.01,0.0,17,0,0.01,0.0,100.0,0.0,4,0,26.67,0.0,186.64,0.0,4,0,26.666666666666668,46.66,12.442666666666666,True,DEC
B00IIK9B3Q,B00IIK9B3Q,Monin Chocolate 700ml,MONINS05 - 004,14,1,0.01,0.02,18,1,0.01,0.02,88.24,0.0,4,1,28.57,100.0,54.72,13.68,4,1,28.57142857142857,13.68,3.9085714285714284,False,MONINS
B0F4JT5VF9,B00IXJSS22,"Heinz Tomato Squeezy Ketchup, 342 g (Pack of 10)",HEI02 - 001 Prime,33,1,0.02,0.02,41,1,0.02,0.02,72.97,100.0,4,2,12.12,200.0,94.64,47.32,4,2,12.121212121212121,23.66,2.8678787878787877,True,HEI
B00OD06BYM,B00OD06BYM,Callebaut Finest Belgian Chocolate Select Milk 2.5kg,CAL03 - 013,335,13,0.19,0.28,439,18,0.19,0.28,9.83,21.43,4,1,1.19,7.69,218.36,54.59,4,1,1.1940298507462688,54.59,0.6518208955223881,False,CAL
B00WUGD1WQ,B00WUGD1WQ,Biona Organic Beetroot Pressed Juice 500ml,JUI18A -,28,0,0.02,0.0,37,0,0.02,0.0,85.29,0.0,4,0,14.29,0.0,29.24,0.0,4,0,14.285714285714285,7.31,1.0442857142857143,False,JUI
B00YUU8350,B00YUU8350,Doves Farm | Rye Flour Wholegrain Organic | 6 X 1Kg,FLO16 - 009,66,1,0.04,0.02,73,1,0.03,0.02,77.46,0.0,4,1,6.06,100.0,66.36,16.59,4,1,6.0606060606060606,16.59,1.0054545454545454,False,FLO
B0BZ7W4Z98,B00Z9X01Q6,Tate & Lyle Caster Sugar - 6x2kg,TATECA001 - 002,16,1,0.01,0.02,22,2,0.01,0.03,35.0,0.0,4,0,25.0,0.0,99.68,0.0,4,0,25.0,24.92,6.23,False,TATECA
B015Y1PDWO,B015Y1PDWO,Crusha Strawberry Milkshake Mix - 1Litre,CRUSHA003,57,2,0.03,0.04,75,3,0.03,0.05,0.0,0.0,5,1,8.77,50.0,46.1,9.22,4,1,8.771929824561402,9.22,0.8087719298245615,False,CRUSHA
B015Y1X1D2,B015Y1X1D2,Goldenfry Original Gravy Granules 2kg,GRA05 - 004 Prime,79,0,0.04,0.0,90,0,0.04,0.0,76.74,0.0,4,0,5.06,0.0,75.2,0.0,4,0,5.063291139240507,18.8,0.9518987341772153,True,GRA
B01AW3AM5W,B01AW3AM5W,Pidy Butter Mini Tartlet Desserts (Pack of 90),TAR05C - 001,49,2,0.03,0.04,60,4,0.03,0.06,62.5,50.0,4,1,8.16,50.0,136.92,34.23,4,1,8.16326530612245,34.23,2.794285714285714,False,TAR
B01B86GEIG,B01B86GEIG,Whirl Vegetable Oil Butter Flavour - 3 x 4LTR,BUT25F,5,0,0.0,0.0,6,0,0.0,0.0,66.67,0.0,4,1,80.0,0.0,234.32,58.58,4,1,80.0,58.58,46.864,False,BUT
B01EE3SPWI,B01EE3SPWI,Doves Farm | Gluten Free Brown Bread Flour | 1 x 1kg,FLO19C - 007 Prime,177,2,0.1,0.04,228,2,0.1,0.03,0.5,0.0,6,0,3.39,0.0,46.02,0.0,4,0,3.389830508474576,7.670000000000001,0.26,True,FLO
B01MQNXSNM,B01MQNXSNM,callebaut 70-30-38 2.5kg,CAL01 - 013 Prime,10,1,0.01,0.02,10,1,0.0,0.02,100.0,100.0,4,1,40.0,100.0,224.48,56.12,4,1,40.0,56.12,22.448,True,CAL
B01MUH5QNM,B01MUH5QNM,Monin Amaretto Syrup 70cl Bottle - Monin Coffee Syrup Flavouring by Monin,MONINS08a,20,0,0.01,0.0,23,0,0.01,0.0,90.91,0.0,4,0,20.0,0.0,54.72,0.0,4,0,20.0,13.68,2.7359999999999998,False,MONINS
B075YCY6TN,B075YCY6TN,Macphie - Crème Anglaise 1 Litre,MACPHI007A Prime,16,1,0.01,0.02,20,1,0.01,0.02,100.0,100.0,7,4,43.75,400.0,74.06,42.32,4,1,43.75,10.58,4.62875,True,MACPHI
B077B43TXT,B077B43TXT,Country Range Assorted Jam Portions - 1x100x20g,JAM03B - 009 Prime,908,42,0.51,0.91,1192,64,0.52,1.0,1.33,6.52,4,1,0.44,2.38,63.92,15.98,4,1,0.4405286343612335,15.98,0.07039647577092512,True,JAM
B077BCHY34,B077BCHY34,Opies Black Cherry Compote - 1x1.2kg_AB,COMPOT01 - 001,25,0,0.01,0.0,37,0,0.02,0.0,87.5,0.0,4,0,16.0,0.0,56.88,0.0,4,0,16.0,14.22,2.2752,False,COMPOT
B078ZYS55Y,B078ZYS55Y,Taylors of Harrogate | Naturally Caffeine Free Lemon & Ginger Infusion - 6 x 20 Tea Bags (240 Gr),TAYLOR001 - 004,14,2,0.01,0.04,31,2,0.01,0.03,73.08,100.0,4,1,28.57,50.0,79.92,19.98,4,1,28.57142857142857,19.98,5.708571428571429,False,TAYLOR
B079H1QM33,B079H1QM33,"Saver Bundle Callebaut, Milk & 54% Dark Chocolate Chips (2 x 2.5kg Bundle)",CAL99,26,1,0.01,0.02,36,1,0.02,0.02,54.84,100.0,4,0,15.38,0.0,407.08,0.0,4,0,15.384615384615385,101.77,15.656923076923077,False,CAL
B079TVBXHY,B079TVBXHY,Cacao Barry - Cocoa Butter 1kg,BAK23A - 001,23,0,0.01,0.0,35,0,0.02,0.0,100.0,0.0,4,0,17.39,0.0,241.4,0.0,4,0,17.391304347826086,60.35,10.495652173913044,False,BAK
B07B9KPHXM,B07B9KPHXM,"Callebaut 3 x 2.5kg Bundle - Finest Belgian Dark, Milk & White Chocolate Couverture (Callets)",CAL001 x 3,20,1,0.01,0.02,26,1,0.01,0.02,52.0,0.0,4,0,20.0,0.0,576.8,0.0,4,0,20.0,144.2,28.839999999999996,False,CAL
B07HDCGCL1,B07HDCGCL1,Lion Maple & Bourbon BBQ Sauce 1ltr,LIO05B - 002 Price,41,1,0.02,0.02,52,1,0.02,0.02,95.65,0.0,7,0,17.07,0.0,74.27,0.0,4,0,17.073170731707318,10.61,1.8114634146341462,False,LIO
B07N88XDMK,B07N88XDMK,Essential Cuisine - Premier Jus - Lamb Jus (Concentrated Base) 1kg,JUS02 - 001,13,0,0.01,0.0,19,0,0.01,0.0,100.0,0.0,5,0,38.46,0.0,177.05,0.0,4,0,38.46153846153847,35.410000000000004,13.61923076923077,False,JUS
B07PFQXZRD,B07PFQXZRD,Callebaut - Pure Pistachio Paste 1kg,COM01A - 001,176,2,0.1,0.04,210,6,0.09,0.09,63.45,100.0,4,1,2.27,50.0,461.84,115.46,4,1,2.272727272727273,115.46,2.624090909090909,False,COM
B07QD1ZTJ4,B07QD1ZTJ4,Dorri - Borettane Onions in Balsamic Vinegar (Pickled Onions) 2.5kg,MED32B - 003,24,0,0.01,0.0,33,0,0.01,0.0,46.67,0.0,4,0,16.67,0.0,69.36,0.0,4,0,16.666666666666664,17.34,2.89,False,MED
B07R8L3QSS,B07R8L3QSS,Premium Vegan Mayo - Mayonnaise Squeezy 1 Litre Bottle,MAY26B - 001,173,6,0.1,0.13,227,7,0.1,0.11,8.7,16.67,5,0,2.89,0.0,44.1,0.0,4,0,2.8901734104046244,8.82,0.2549132947976879,False,MAY
B07WGT8DJG,B07WGT8DJG,"Galets de chocolat VELVET - 2,5 KG",CAL04D - 002,24,0,0.01,0.0,36,0,0.02,0.0,3.13,0.0,4,0,16.67,0.0,215.44,0.0,4,0,16.666666666666664,53.86,8.976666666666667,False,CAL
B0844Y5K71,B0844Y5K71,McDougalls Thickening Granules Sweet and Savory Instant Thickener 1.5kg British Food Shop,GRA07 - 002,8,1,0.0,0.02,14,1,0.01,0.02,88.89,100.0,7,3,87.5,300.0,167.24,71.97,4,1,87.5,23.891428571428573,20.905,False,GRA
B087BJQVYX,B087BJQVYX,"Cambrook - Dry Roasted Peanuts, 1kg Bag",CAMBR010 - 001,120,5,0.07,0.11,157,8,0.07,0.12,18.49,0.0,4,0,3.33,0.0,51.96,0.0,4,0,3.3333333333333335,12.99,0.433,False,CAMBR
B08BPC217N,B08BPC217N,Folkingtons Cranberry Juice - 12x250ml,FOL03 - 003 Prime,12,0,0.01,0.0,14,0,0.01,0.0,85.71,0.0,4,0,33.33,0.0,99.96,0.0,4,0,33.33333333333333,24.99,8.33,True,FOL
B08BPDB3VS,B08BPDB3VS,Opies Black Cherry Compote - 4x1.2kg,COMPOT01 - 002,7,0,0.0,0.0,7,0,0.0,0.0,100.0,0.0,4,0,57.14,0.0,182.04,0.0,4,0,57.14285714285714,45.51,26.005714285714284,False,COMPOT
B08BS3QSRN,B08BS3QSRN,Biona Organic Coconut Cream 400ml (Pack of 6),ORI12C - 001,49,1,0.03,0.02,62,1,0.03,0.02,26.32,100.0,4,1,8.16,100.0,81.0,20.25,4,1,8.16326530612245,20.25,1.653061224489796,False,ORI
B08DJ78B7M,B08DJ78B7M,Alpen No Added Sugar Muesli Sachets - 30x45g,CER25H - 001 Prime,79,5,0.04,0.11,102,5,0.04,0.08,24.44,20.0,4,0,5.06,0.0,64.8,0.0,4,0,5.063291139240507,16.2,0.820253164556962,True,CER
B08J856MT8,B08J856MT8,Menz and Gasser Assorted Jam Portions - Individual Portions of Delicious Assorted Jam Perfect for Breakfast Travel - Pack of 100 Portions Exp 04/26,JAM03B - 001,140,5,0.08,0.11,191,6,0.08,0.09,96.93,100.0,4,0,2.86,0.0,61.36,0.0,4,0,2.857142857142857,15.34,0.4382857142857143,False,JAM
B08T5NSDGM,B08T5NSDGM,Forno Bonomi Italian Amaretti Biscuits 200g,SWE08B - 001,16,0,0.01,0.0,19,0,0.01,0.0,100.0,0.0,4,0,25.0,0.0,26.88,0.0,4,0,25.0,6.72,1.68,False,SWE
B08W1RH2JZ,B08W1RH2JZ,Whole Baby Pears in Light Syrup - Tinned 425g,FRU19,7,0,0.0,0.0,8,0,0.0,0.0,100.0,0.0,6,0,85.71,0.0,36.72,0.0,4,0,85.71428571428571,6.12,5.2457142857142856,False,FRU
B08W6FZTZB,B08WJ8KQPK,"Mona Lisa Crispearls by Callebaut (White Chocolate Cereal Balls, 800g Bag)",DEC014 - 001 Prime,40,1,0.02,0.02,46,2,0.02,0.03,80.49,0.0,6,0,15.0,0.0,125.7,0.0,4,0,15.0,20.95,3.1425,True,DEC
B094RKYHDM,B094RKYHDM,Sun-Pat Crunchy Peanut Butter 1kg,SPR26B - 001 Prime,59,0,0.03,0.0,75,0,0.03,0.0,9.86,0.0,4,0,6.78,0.0,51.68,0.0,4,0,6.779661016949152,12.92,0.8759322033898305,True,SPR
B095YT6WP4,B095YT6WP4,Lingham - Chilli Sauce - 358g - (pack of 4),ORI54 - 005,19,0,0.01,0.0,24,0,0.01,0.0,68.18,0.0,4,0,21.05,0.0,54.0,0.0,4,0,21.052631578947366,13.5,2.8421052631578947,False,ORI
B0DBQFDXJZ,B0963JYKH7,"Alexander Home The Original European Mill (Brass, 8-Inch Pepper)",TOO08 - 001 Prime,108,1,0.06,0.02,154,3,0.07,0.05,65.22,100.0,4,0,3.7,0.0,256.0,0.0,4,0,3.7037037037037033,64.0,2.3703703703703702,True,TOO
B09JKM6DP9,B09JKM6DP9,Cracked Black Pepper 500g | Triple Lion | Herbs & Seasoning,PEP100B - 001,15,1,0.01,0.02,19,2,0.01,0.03,94.12,0.0,4,0,26.67,0.0,47.52,0.0,4,0,26.666666666666668,11.88,3.168,False,PEP
B0B8DK6GFB,B0B8DLRH3X,Mona Lisa Dark Chocolate Shavings 2.5kg,DEC20 - 002,11,3,0.01,0.06,17,3,0.01,0.05,100.0,100.0,4,0,36.36,0.0,194.88,0.0,4,0,36.36363636363637,48.72,17.716363636363635,False,DEC
B0BNFFMVP9,B0BNFH1THD,OATLY! Oat Drink Barista Edition 1L x 6,ALP31 - 005,42,2,0.02,0.04,46,2,0.02,0.03,65.22,50.0,4,2,9.52,100.0,79.96,39.98,4,2,9.523809523809524,19.99,1.9038095238095236,False,ALP
B0BRXLVG48,B0BQRT9SP5,Jude's | Flat White Coffee Milkshake | 250ml x 12 Cans,JUD82 - 001 Prime,8,0,0.0,0.0,10,0,0.0,0.0,0.0,0.0,5,0,62.5,0.0,103.4,0.0,4,0,62.5,20.68,12.925,True,JUD
B0BS6S6QXP,B0BS6S6QXP,Lion Tartare Sauce 2.27litres,LIO10 - 001,15,0,0.01,0.0,17,0,0.01,0.0,100.0,0.0,5,0,33.33,0.0,67.5,0.0,4,0,33.33333333333333,13.5,4.5,False,LIO
B0BT513HLC,B0BT513HLC,Menz & Gasser Strawberry Jam Portions 100 x 20g,JAM03C - 001,39,2,0.02,0.04,53,3,0.02,0.05,79.55,100.0,4,0,10.26,0.0,56.96,0.0,4,0,10.256410256410255,14.24,1.4605128205128206,False,JAM
B0BW13C19Z,B0BW13C19Z,1 x 2kg Beef Gravy Granules Suitable For Vegetarians,GRA05 - 001 Prime,13,0,0.01,0.0,14,0,0.01,0.0,85.71,0.0,5,0,38.46,0.0,88.35,0.0,4,0,38.46153846153847,17.669999999999998,6.796153846153846,True,GRA
B0C6B56HQ6,B0C6B56HQ6,Forvm Cabernet Sauvignon Balsamic-Style Vinegar – 500 ml – Solera-Aged Spanish Red Wine Vinegar (8 Years),VIN61 - 001 Prime,52,1,0.03,0.02,66,1,0.03,0.02,95.38,100.0,6,3,11.54,300.0,109.14,54.57,4,1,11.538461538461538,18.19,2.098846153846154,True,VIN
B0CBQ7TWL6,B0CBQ7TWL6,Le Guerandais Coarse Sea Salt 1kg X 12,SAL21 - 005 Prime,17,1,0.01,0.02,23,1,0.01,0.02,100.0,100.0,5,0,29.41,0.0,187.59,0.0,4,0,29.411764705882355,37.518,11.034705882352942,True,SAL
B0CCPJL4SC,B0CCPKSMC8,Busch Meringue Drops 100gm x 6,SWE03E - 002,56,1,0.03,0.02,64,1,0.03,0.02,98.36,0.0,4,1,7.14,100.0,54.56,13.64,4,1,7.142857142857142,13.64,0.9742857142857143,False,SWE
B0CLGNSYG2,B0CLGNSYG2,Cacao Barry - Intense Deep Black Cocoa Powder - 1kg,CHO01 - 001 Prime,70,5,0.04,0.11,103,7,0.04,0.11,42.55,66.67,4,1,5.71,20.0,118.24,29.56,4,1,5.714285714285714,29.56,1.689142857142857,True,CHO
B0CN3NRK7H,B0CN3PBZFH,"Fresher's Juice Drinks 5ltr (No Added Sugar Blackcurrant, 1)",COR21A - 002,81,5,0.05,0.11,95,6,0.04,0.09,95.65,100.0,11,10,13.58,200.0,124.19,112.9,4,3,13.580246913580247,11.29,1.5332098765432098,False,COR
